Time_s,Voltage,Acc0,Acc1
1.396834701,0.068356427,0.00162461,0.001692427
1.397420868,0.068443088,0.001599849,0.001660338
1.398007034,0.06850429,0.001604982,0.001634907
1.3985932,0.068539849,0.001634313,0.001615303
1.399179367,0.068548689,0.001677276,0.001599853
1.399765533,0.068528866,0.001720492,0.001586389
1.4003517,0.068477744,0.001750384,0.001572666
1.400937866,0.068392304,0.001755829,0.001556788
1.401524033,0.068269522,0.001730348,0.001537566
1.402110199,0.068106725,0.0016734,0.001514725
1.402696366,0.067901875,0.001590538,0.001488915
1.403282532,0.06765372,0.001492402,0.001461533
1.403868699,0.067361871,0.001392721,0.001434417
1.404454865,0.067026779,0.001305712,0.001409458
1.405041032,0.066649634,0.001243374,0.00138821
1.405627198,0.06623214,0.001213182,0.001371541
1.406213365,0.065776211,0.001216644,0.001359388
1.406799531,0.065283644,0.00124898,0.001350707
1.407385698,0.064755895,0.001300014,0.001343636
1.407971864,0.064194001,0.001356082,0.001335858
1.40855803,0.063598641,0.00140261,0.001325038
1.409144197,0.062970241,0.001426852,0.001309248
1.409730363,0.062309012,0.001420295,0.001287275
1.41031653,0.06161488,0.001380245,0.001258814
1.410902696,0.060887359,0.001310329,0.001224541
1.411488863,0.060125504,0.001219791,0.001186034
1.412075029,0.059328025,0.001121718,0.001145526
1.412661196,0.058493579,0.001030524,0.0011055
1.413247362,0.057621133,0.000959164,0.001068188
1.413833529,0.056710328,0.000916606,0.001035127
1.414419695,0.055761792,0.000906065,0.001006881
1.415005862,0.054777338,0.000924325,0.000982977
1.415592028,0.05376001,0.000962312,0.000962035
1.416178195,0.05271389,0.001006781,0.000942023
1.416764361,0.051643655,0.00104281,0.000920592
1.417350528,0.05055393,0.001056625,0.000895472
1.417936694,0.049448565,0.001038211,0.000864891
1.41852286,0.048329973,0.000983224,0.000827927
1.419109027,0.047198678,0.000893841,0.000784693
1.419695193,0.046053136,0.000778381,0.000736275
1.42028136,0.044889873,0.000649782,0.000684462
1.420867526,0.043703928,0.000523195,0.000631359
1.421453693,0.042489601,0.000413176,0.000578985
1.422039859,0.041241378,0.000330992,0.000528949
1.422626026,0.03995488,0.000282563,0.000482201
1.423212192,0.038627592,0.00026743,0.000438889
1.423798359,0.037259214,0.000278952,0.000398362
1.424384525,0.035851588,0.00030567,0.000359357
1.424970692,0.034408287,0.000333593,0.000320349
1.425556858,0.032934015,0.000348941,0.000279989
1.426143025,0.031433947,0.000340849,0.0002375
1.426729191,0.029913134,0.000303495,0.000192932
1.427315358,0.028376029,0.000237266,0.00014723
1.427901524,0.026826161,0.000148709,0.000102162
1.428487691,0.025265942,4.93E-05,6.01E-05
1.429073857,0.023696556,-4.67E-05,2.37E-05
1.429660023,0.022117913,-0.000125223,-4.54E-06
1.43024619,0.020528693,-0.00017468,-2.27E-05
1.430832356,0.018926515,-0.000188658,-3.01E-05
1.431418523,0.017308274,-0.000166985,-2.72E-05
1.432004689,0.01567059,-0.000115862,-1.59E-05
1.432590856,0.01401027,-4.68E-05,1.03E-06
1.433177022,0.012324683,2.57E-05,2.00E-05
1.433763189,0.010611998,8.66E-05,3.74E-05
1.434349355,0.008871304,0.000122983,4.98E-05
1.434935522,0.007102644,0.000126836,5.43E-05
1.435521688,0.005306978,9.60E-05,4.92E-05
1.436107855,0.003486131,3.45E-05,3.38E-05
1.436694021,0.001642754,-4.84E-05,8.41E-06
1.437280188,-0.000219674,-0.000139835,-2.55E-05
1.437866354,-0.002096839,-0.000226589,-6.60E-05
1.438452521,-0.00398367,-0.000297151,-0.000111167
1.439038687,-0.005874592,-0.000344251,-0.00015917
1.439624853,-0.007763996,-0.000366226,-0.000208791
1.44021102,-0.009646871,-0.000367306,-0.000259407
1.440797186,-0.011519438,-0.000356717,-0.000310998
1.441383353,-0.013379662,-0.000346803,-0.000364018
1.441969519,-0.015227512,-0.00035053,-0.000419156
1.442555686,-0.017064946,-0.000378858,-0.000477045
1.443141852,-0.018895668,-0.000438499,-0.000537984
1.443728019,-0.020724697,-0.000530472,-0.000601751
1.444314185,-0.022557804,-0.000649749,-0.000667539
1.444900352,-0.024400786,-0.000786035,-0.000734001
1.445486518,-0.02625864,-0.000925564,-0.000799398
1.446072685,-0.028134715,-0.001053558,-0.000861816
1.446658851,-0.030030028,-0.001156903,-0.000919433
1.447245018,-0.031942943,-0.001226529,-0.000970826
1.447831184,-0.033869316,-0.001259044,-0.001015219
1.448417351,-0.035803111,-0.001257314,-0.001052633
1.449003517,-0.03773736,-0.001229877,-0.001083873
1.449589683,-0.039665265,-0.001189295,-0.00111038
1.45017585,-0.041581215,-0.001149776,-0.001133971
1.450762016,-0.043481545,-0.001124496,-0.001156525
1.451348183,-0.045364924,-0.001123158,-0.00117966
1.451934349,-0.047232338,-0.001150221,-0.001204457
1.452520516,-0.049086695,-0.001204152,-0.001231282
1.453106682,-0.050932157,-0.001277824,-0.00125974
1.453692849,-0.052773309,-0.00135999,-0.001288761
1.454279015,-0.054614342,-0.00143755,-0.001316784
1.454865182,-0.056458392,-0.001498177,-0.00134204
1.455451348,-0.058307128,-0.001532792,-0.001362885
1.456037515,-0.060160572,-0.001537391,-0.001378157
1.456623681,-0.062017089,-0.001513861,-0.001387477
1.457209848,-0.063873468,-0.001469629,-0.001391385
1.457796014,-0.065725083,-0.001416207,-0.001391277
1.458382181,-0.067566197,-0.001366938,-0.001389146
1.458968347,-0.069390489,-0.001334379,-0.001387226
1.459554513,-0.071191788,-0.001327838,-0.001387643
1.46014068,-0.072964925,-0.001351544,-0.001392118
1.460726846,-0.074706476,-0.001403799,-0.001401731
1.461313013,-0.076415243,-0.001477273,-0.001416731
1.461899179,-0.078092328,-0.001560382,-0.001436428
1.462485346,-0.079740798,-0.001639494,-0.001459241
1.463071512,-0.081364989,-0.001701547,-0.001482946
1.463657679,-0.08296964,-0.001736581,-0.001505108
1.464243845,-0.084559035,-0.0017397,-0.001523593
1.464830012,-0.086136332,-0.001712074,-0.001537004
1.465416178,-0.087703178,-0.001660786,-0.001544936
1.466002345,-0.089259597,-0.001597553,-0.001548049
1.466588511,-0.090804123,-0.001536581,-0.001548009
1.467174678,-0.092334094,-0.001491969,-0.001547327
1.467760844,-0.093846015,-0.001475143,-0.001549096
1.468347011,-0.095335927,-0.001492814,-0.00155656
1.468933177,-0.096799736,-0.00154581,-0.001572558
1.469519343,-0.098233517,-0.001628974,-0.001598961
1.47010551,-0.099633816,-0.001732143,-0.001636273
1.470691676,-0.100997963,-0.001842005,-0.001683507
1.471277843,-0.102324383,-0.001944515,-0.00173833
1.471864009,-0.103612875,-0.002027426,-0.001797383
1.472450176,-0.104864794,-0.002082444,-0.001856729
1.473036342,-0.10608308,-0.002106605,-0.001912379
1.473622509,-0.107272043,-0.002102596,-0.001960849
1.474208675,-0.108436893,-0.002077975,-0.001999649
1.474794842,-0.10958306,-0.002043464,-0.002027539
1.475381008,-0.110715415,-0.002010668,-0.002044508
1.475967175,-0.111837521,-0.001989691,-0.002051512
1.476553341,-0.112951036,-0.001987091,-0.002050101
1.477139508,-0.114055361,-0.002004582,-0.002042077
1.477725674,-0.115147628,-0.002038701,-0.002029189
1.478311841,-0.116223046,-0.002081502,-0.002012829
1.478898007,-0.117275541,-0.002122136,-0.001993742
1.479484174,-0.118298581,-0.002149038,-0.001971846
1.48007034,-0.119286049,-0.0021523,-0.001946338
1.480656506,-0.120233029,-0.002125769,-0.001916104
1.481242673,-0.121136371,-0.002068445,-0.001880315
1.481828839,-0.121994931,-0.001984881,-0.001838932
1.482415006,-0.122809442,-0.001884499,-0.001792934
1.483001172,-0.123582062,-0.001779959,-0.001744269
1.483587339,-0.124315662,-0.001684885,-0.00169566
1.484173505,-0.125013035,-0.00161141,-0.001650387
1.484759672,-0.125676169,-0.001567986,-0.001612015
1.485345838,-0.126305779,-0.001557879,-0.001583962
1.485932005,-0.126901174,-0.001578613,-0.001568881
1.486518171,-0.127460457,-0.001622466,-0.001567981
1.487104338,-0.127981002,-0.00167794,-0.001580559
1.487690504,-0.128460085,-0.001731949,-0.001603932
1.488276671,-0.12889555,-0.001772335,-0.001633818
1.488862837,-0.129286401,-0.001790231,-0.001665035
1.489449004,-0.129633187,-0.00178178,-0.001692349
1.49003517,-0.129938107,-0.001748838,-0.001711277
1.490621336,-0.130204769,-0.001698488,-0.001718714
1.491207503,-0.130437616,-0.001641492,-0.001713319
1.491793669,-0.130641138,-0.001589966,-0.001695615
1.492379836,-0.130819023,-0.001554787,-0.001667802
1.492966002,-0.130973451,-0.001543239,-0.00163331
1.493552169,-0.131104698,-0.001557395,-0.001596168
1.494138335,-0.131211126,-0.001593537,-0.001560284
1.494724502,-0.131289528,-0.001642737,-0.001528765
1.495310668,-0.131335742,-0.001692502,-0.001503377
1.495896835,-0.131345394,-0.001729172,-0.001484258
1.496483001,-0.131314616,-0.00174063,-0.00146996
1.497069168,-0.131240577,-0.001718795,-0.001457859
1.497655334,-0.131121754,-0.001661388,-0.001444857
1.498241501,-0.130957937,-0.001572622,-0.001428199
1.498827667,-0.130750003,-0.001462638,-0.001406136
1.499413834,-0.130499551,-0.001345811,-0.001378307
1.5,-0.130208483,-0.001238236,-0.001345795
1.500586166,-0.129878659,-0.001154877,-0.001310965
1.501172333,-0.129511711,-0.001106904,-0.001277144
1.501758499,-0.12910906,-0.001099717,-0.001248139
1.502344666,-0.128672083,-0.00113201,-0.001227585
1.502930832,-0.128202313,-0.001196026,-0.001218203
1.503516999,-0.127701532,-0.001278965,-0.001221145
1.504103165,-0.127171718,-0.001365306,-0.001235643
1.504689332,-0.126614816,-0.001439618,-0.001259074
1.505275498,-0.126032425,-0.00148937,-0.001287421
1.505861665,-0.125425489,-0.001507172,-0.001316004
1.506447831,-0.124794087,-0.001492006,-0.001340269
1.507033998,-0.124137377,-0.001449184,-0.001356485
1.507620164,-0.123453718,-0.001389057,-0.001362232
1.508206331,-0.122740914,-0.001324731,-0.00135664
1.508792497,-0.1219965,-0.00126927,-0.001340361
1.509378664,-0.121218015,-0.001232935,-0.001315275
1.50996483,-0.120403219,-0.001221021,-0.001283993
1.510550996,-0.119550298,-0.001232708,-0.001249251
1.511137163,-0.118658023,-0.00126114,-0.001213334
1.511723329,-0.117725843,-0.001294736,-0.001177657
1.512309496,-0.116753898,-0.001319458,-0.001142536
1.512895662,-0.115742977,-0.001321639,-0.001107181
1.513481829,-0.114694497,-0.001290803,-0.001069915
1.514067995,-0.113610499,-0.001221936,-0.001028618
1.514654162,-0.112493629,-0.001116723,-0.000981336
1.515240328,-0.111347018,-0.000983487,-0.000926882
1.515826495,-0.110174008,-0.000835846,-0.000865249
1.516412661,-0.108977762,-0.000690326,-0.000797693
1.516998828,-0.107760861,-0.00056341,-0.000726533
1.517584994,-0.106524998,-0.000468577,-0.000654785
1.518171161,-0.105270821,-0.00041388,-0.000585765
1.518757327,-0.103997943,-0.000400507,-0.000522683
1.519343494,-0.102705049,-0.000422583,-0.000468194
1.51992966,-0.101390081,-0.000468243,-0.000423923
1.520515826,-0.100050475,-0.000521784,-0.000390069
1.521101993,-0.098683467,-0.00056651,-0.000365284
1.521688159,-0.097286449,-0.000587773,-0.000346929
1.522274326,-0.095857314,-0.000575616,-0.000331672
1.522860492,-0.094394706,-0.000526532,-0.000316193
1.523446659,-0.092898146,-0.000443975,-0.000297777
1.524032825,-0.091368025,-0.000337535,-0.00027463
1.524618992,-0.089805505,-0.000220944,-0.000245953
1.525205158,-0.088212367,-0.000109316,-0.000211875
1.525791325,-0.08659085,-1.62E-05,-0.000173303
1.526377491,-0.084943514,4.93E-05,-0.000131684
1.526963658,-0.08327313,8.36E-05,-8.86E-05
1.527549824,-0.081582601,9.03E-05,-4.54E-05
1.528135991,-0.079874914,7.84E-05,-2.73E-06
1.528722157,-0.078153111,6.12E-05,3.97E-05
1.529308324,-0.076420268,5.30E-05,8.26E-05
1.52989449,-0.074679427,6.69E-05,0.000127486
1.530480657,-0.072933472,0.000111407,0.000175569
1.531066823,-0.071184906,0.000189181,0.000227941
1.531652989,-0.069435568,0.000296104,0.000285102
1.532239156,-0.067686354,0.000422069,0.000346795
1.532825322,-0.065937022,0.000552825,0.000411918
1.533411489,-0.064186183,0.000672647,0.000478617
1.533997655,-0.062431511,0.000767287,0.000544527
1.534583822,-0.060670127,0.000826648,0.000607117
1.535169988,-0.058899046,0.000846667,0.000664015
1.535756155,-0.057115538,0.000830056,0.000713266
1.536342321,-0.055317333,0.000785774,0.000753524
1.536928488,-0.05350268,0.000727336,0.000784178
1.537514654,-0.051670334,0.000670266,0.000805408
1.538100821,-0.049819593,0.000629177,0.00081812
1.538686987,-0.047950454,0.000615028,0.000823739
1.539273154,-0.046063849,0.000633082,0.000823909
1.53985932,-0.044161877,0.000681973,0.000820192
1.540445487,-0.042247899,0.000754073,0.000813888
1.541031653,-0.040326418,0.000837068,0.000806
1.541617819,-0.03840269,0.000916452,0.000797303
1.542203986,-0.036482111,0.000978433,0.000788458
1.542790152,-0.034569455,0.001012679,0.000780129
1.543376319,-0.032668104,0.001014389,0.0007731
1.543962485,-0.030779456,0.000985258,0.000768364
1.544548652,-0.028902676,0.00093318,0.000767138
1.545134818,-0.027034887,0.000870734,0.000770758
1.545720985,-0.025171803,0.000812752,0.000780468
1.546307151,-0.023308631,0.000773444,0.000797161
1.546893318,-0.021441057,0.000763633,0.000821155
1.547479484,-0.019566085,0.000788654,0.000852047
1.548065651,-0.017682619,0.000847317,0.000888682
1.548651817,-0.015791741,0.000932153,0.000929237
1.549237984,-0.01389665,0.001030886,0.000971419
1.54982415,-0.012002279,0.001128832,0.001012795
1.550410317,-0.010114616,0.001211762,0.001051183
1.550996483,-0.00823981,0.001268664,0.001085013
1.551582649,-0.006383234,0.001293877,0.001113573
1.552168816,-0.004548684,0.001288177,0.001137061
1.552754982,-0.002737865,0.001258625,0.001156501
1.553341149,-0.000950251,0.001217207,0.00117355
1.553927315,0.000816674,0.001178516,0.001190264
1.554513482,0.002566832,0.001156935,0.001208802
1.555099648,0.004304735,0.001163835,0.00123108
1.555685815,0.006034609,0.001205355,0.001258425
1.556271981,0.007759637,0.001281163,0.001291328
1.556858148,0.009481457,0.001384464,0.001329407
1.557444314,0.011199959,0.001503239,0.001371584
1.558030481,0.012913409,0.001622491,0.001416399
1.558616647,0.014618864,0.001727069,0.001462332
1.559202814,0.016312782,0.00180454,0.001508063
1.55978898,0.017991671,0.001847555,0.001552657
1.560375147,0.019652615,0.001855259,0.001595713
1.560961313,0.021293554,0.001833478,0.001637441
1.561547479,0.022913294,0.001793614,0.001678608
1.562133646,0.024511292,0.001750483,0.001720284
1.562719812,0.026087322,0.00171946,0.001763431
1.563305979,0.027641143,0.001713511,0.001808484
1.563892145,0.029172267,0.001740647,0.001855069
1.564478312,0.030679868,0.001802316,0.00190195
1.565064478,0.03216285,0.001893038,0.00194714
1.565650645,0.033620001,0.002001353,0.001988125
1.566236811,0.035050182,0.002111904,0.002022151
1.566822978,0.03645247,0.002208256,0.00204658
1.567409144,0.037826208,0.002275894,0.002059308
1.567995311,0.03917098,0.00230485,0.002059157
1.568581477,0.04048655,0.002291464,0.002046132
1.569167644,0.041772861,0.002238956,0.002021435
1.56975381,0.043030107,0.00215672,0.001987269
1.570339977,0.044258858,0.002058481,0.001946482
1.570926143,0.045460126,0.001959676,0.001902182
1.571512309,0.046635325,0.001874566,0.001857357
1.572098476,0.047786088,0.001813629,0.001814522
1.572684642,0.048914016,0.001781737,0.001775424
1.573270809,0.050020408,0.001777455,0.001740881
1.573856975,0.051106065,0.001793588,0.001710827
1.574443142,0.052171162,0.001818864,0.001684572
1.575029308,0.0532152,0.001840412,0.0016612
1.575615475,0.054236989,0.001846572,0.001639974
1.576201641,0.055234679,0.001829461,0.001620645
1.576787808,0.056205851,0.00178682,0.001603633
1.577373974,0.057147697,0.00172274,0.001590084
1.577960141,0.05805727,0.001647113,0.001581786
1.578546307,0.05893178,0.0015739,0.00158093
1.579132474,0.059768877,0.001518509,0.001589693
1.57971864,0.060566849,0.001494788,0.001609727
1.580304807,0.061324741,0.001512204,0.001641666
1.580890973,0.062042335,0.001573771,0.001684803
1.58147714,0.062720026,0.001675138,0.001737019
1.582063306,0.063358596,0.001805055,0.001794972
1.582649472,0.063958932,0.001947116,0.001854461
1.583235639,0.064521768,0.002082491,0.001910928
1.583821805,0.06504749,0.002193119,0.001959995
1.584407972,0.06553604,0.002264764,0.001997999
1.584994138,0.065986919,0.002289378,0.002022423
1.585580305,0.066399306,0.002266324,0.002032134
1.586166471,0.066772293,0.002202238,0.002027382
1.586752638,0.067105235,0.00210958,0.002009578
1.587338804,0.067398127,0.002004159,0.001980914
1.587924971,0.067651917,0.001902104,0.00194393
1.588511137,0.067868681,0.001816873,0.00190107
1.589097304,0.068051578,0.001756857,0.001854313
1.58968347,0.068204569,0.001724015,0.001804917
1.590269637,0.068331873,0.001713797,0.001753353
1.590855803,0.068437241,0.001716338,0.001699446
1.59144197,0.068523198,0.001718687,0.001642687
1.592028136,0.068590437,0.001707644,0.001582644
1.592614302,0.068637512,0.00167265,0.001519332
1.593200469,0.068660904,0.001608179,0.001453507
1.593786635,0.068655419,0.001515164,0.001386814
1.594372802,0.068614867,0.001401157,0.001321793
1.594958968,0.068532863,0.001279182,0.001261699
1.595545135,0.068403656,0.001165465,0.001210134
1.596131301,0.068222845,0.001076478,0.001170529
1.596717468,0.067987915,0.001025835,0.001145566
1.597303634,0.067698505,0.001021647,0.001136701
1.597889801,0.067356418,0.001064855,0.001143878
1.598475967,0.06696536,0.001148861,0.001165516
1.599062134,0.066530478,0.001260552,0.00119871
1.5996483,0.066057732,0.001382523,0.001239612
1.600234467,0.065553171,0.0014961,0.001283898
1.600820633,0.065022197,0.001584577,0.001327291
1.6014068,0.064468868,0.001636076,0.001366064
1.601992966,0.06389535,0.00164548,0.00139745
1.602579132,0.063301582,0.001615098,0.001419857
1.603165299,0.062685245,0.001553937,0.001432858
1.603751465,0.062042067,0.001475736,0.001436944
1.604337632,0.061366461,0.001396155,0.001433161
1.604923798,0.060652447,0.001329658,0.001422706
1.605509965,0.05989469,0.001286708,0.001406585
1.606096131,0.059089446,0.001271792,0.00138538
1.606682298,0.058235221,0.001282666,0.001359133
1.607268464,0.057332995,0.001310934,0.001327384
1.607854631,0.056386017,0.001343825,0.001289356
1.608440797,0.055399237,0.001366822,0.001244266
1.609026964,0.054378495,0.001366607,0.001191694
1.60961313,0.053329634,0.001333767,0.001131895
1.610199297,0.052257666,0.001264725,0.00106597
1.610785463,0.051166144,0.001162529,0.00099585
1.61137163,0.050056834,0.001036353,0.000924108
1.611957796,0.048929703,0.000899797,0.000853645
1.612543962,0.047783218,0.000768327,0.000787305
1.613130129,0.046614863,0.00065635,0.000727454
1.613716295,0.045421779,0.000574485,0.000675581
1.614302462,0.044201378,0.000527587,0.000632011
1.614888628,0.042951821,0.000513881,0.000595809
1.615474795,0.041672289,0.000525401,0.000564942
1.616060961,0.040363019,0.000549612,0.000536664
1.616647128,0.039025158,0.000571915,0.000508019
1.617233294,0.037660471,0.000578533,0.000476348
1.617819461,0.036270971,0.000559212,0.000439688
1.618405627,0.034858519,0.000509218,0.000397069
1.618991794,0.033424503,0.000430243,0.000348667
1.61957796,0.031969648,0.000330039,0.000295815
1.620164127,0.030494029,0.000220857,0.000240803
1.620750293,0.028997225,0.000116998,0.000186466
1.62133646,0.027478531,3.20E-05,0.000135628
1.621922626,0.02593715,-2.43E-05,9.05E-05
1.622508792,0.024372332,-4.72E-05,5.25E-05
1.623094959,0.022783489,-3.87E-05,2.16E-05
1.623681125,0.021170355,-6.89E-06,-3.10E-06
1.624267292,0.019533192,3.57E-05,-2.35E-05
1.624853458,0.017873011,7.45E-05,-4.18E-05
1.625439625,0.016191691,9.55E-05,-6.04E-05
1.626025791,0.014491922,8.84E-05,-8.13E-05
1.626611958,0.012776886,4.83E-05,-0.000105505
1.627198124,0.011049751,-2.31E-05,-0.000133176
1.627784291,0.009313071,-0.000117718,-0.000163355
1.628370457,0.007568299,-0.000222753,-0.000194295
1.628956624,0.005815538,-0.000322816,-0.000223791
1.62954279,0.004053589,-0.00040295,-0.000249618
1.630128957,0.002280263,-0.000451441,-0.000269963
1.630715123,0.000492833,-0.000462076,-0.000283788
1.63130129,-0.00131143,-0.000435391,-0.000291067
1.631887456,-0.003134737,-0.000378673,-0.000292847
1.632473623,-0.004978289,-0.000304718,-0.000291128
1.633059789,-0.006841913,-0.00022957,-0.000288598
1.633645955,-0.008723888,-0.000169664,-0.000288272
1.634232122,-0.010621048,-0.000138914,-0.000293077
1.634818288,-0.01252916,-0.000146272,-0.000305457
1.635404455,-0.014443512,-0.000194221,-0.000327045
1.635990621,-0.016359572,-0.000278474,-0.000358506
1.636576788,-0.018273564,-0.000388917,-0.000399547
1.637162954,-0.020182875,-0.000511621,-0.000449086
1.637749121,-0.022086235,-0.000631534,-0.000505503
1.638335287,-0.023983671,-0.000735338,-0.000566933
1.638921454,-0.025876243,-0.000813921,-0.000631568
1.63950762,-0.027765632,-0.000863985,-0.000697923
1.640093787,-0.029653638,-0.000888476,-0.000765029
1.640679953,-0.031541673,-0.000895777,-0.000832465
1.64126612,-0.033430357,-0.000897814,-0.000900215
1.641852286,-0.035319271,-0.000907496,-0.000968384
1.642438453,-0.03720695,-0.000935963,-0.001036892
1.643024619,-0.039091108,-0.000990222,-0.001105245
1.643610785,-0.040969058,-0.001071595,-0.001172443
1.644196952,-0.042838199,-0.001175303,-0.00123698
1.644783118,-0.044696472,-0.00129125,-0.001296902
1.645369285,-0.046542661,-0.001405861,-0.001349922
1.645955451,-0.048376517,-0.001504624,-0.001393625
1.646541618,-0.050198746,-0.001574848,-0.001425811
1.647127784,-0.052010898,-0.001608112,-0.001444924
1.647713951,-0.053815226,-0.001601926,-0.00145044
1.648300117,-0.055614497,-0.001560283,-0.001443062
1.648886284,-0.057411772,-0.001492996,-0.001424673
1.64947245,-0.059210123,-0.001413937,-0.001398107
1.650058617,-0.061012259,-0.00133852,-0.001366848
1.650644783,-0.062820104,-0.001280905,-0.001334738
1.65123095,-0.064634345,-0.001251448,-0.00130566
1.651817116,-0.066454051,-0.001254893,-0.001283114
1.652403283,-0.068276421,-0.001289625,-0.001269739
1.652989449,-0.070096747,-0.001348137,-0.001266902
1.653575615,-0.07190865,-0.001418611,-0.001274554
1.654161782,-0.073704602,-0.001487327,-0.001291413
1.654747948,-0.075476739,-0.001541437,-0.001315354
1.655334115,-0.077217848,-0.001571572,-0.001343853
1.655920281,-0.078922357,-0.001573764,-0.001374377
1.656506448,-0.080587121,-0.001550281,-0.001404733
1.657092614,-0.082211835,-0.001509223,-0.001433403
1.657678781,-0.08379898,-0.001462934,-0.001459815
1.658264947,-0.085353299,-0.001425565,-0.001484403
1.658851114,-0.086880897,-0.001410258,-0.001508374
1.65943728,-0.088388105,-0.001426501,-0.001533261
1.660023447,-0.089880319,-0.001478168,-0.001560452
1.660609613,-0.091361042,-0.001562609,-0.001590865
1.66119578,-0.092831323,-0.001670969,-0.001624793
1.661781946,-0.09428974,-0.001789692,-0.001661812
1.662368113,-0.095732902,-0.001902919,-0.001700697
1.662954279,-0.097156377,-0.001995371,-0.001739412
1.663540445,-0.098555831,-0.00205515,-0.001775329
1.664126612,-0.099928103,-0.002075932,-0.001805739
1.664712778,-0.10127196,-0.00205812,-0.00182849
1.665298945,-0.102588351,-0.002008742,-0.001842479
1.665885111,-0.103880104,-0.001940113,-0.001847814
1.666471278,-0.10515119,-0.001867533,-0.00184569
1.667057444,-0.106405789,-0.001806467,-0.001838166
1.667643611,-0.107647386,-0.001769723,-0.001827961
1.668229777,-0.1088781,-0.001765144,-0.001818226
1.668815944,-0.110098305,-0.001794245,-0.001812146
1.66940211,-0.111306515,-0.001852005,-0.001812353
1.669988277,-0.112499486,-0.001927866,-0.00182031
1.670574443,-0.11367245,-0.002007767,-0.001835918
1.67116061,-0.114819467,-0.002076831,-0.001857527
1.671746776,-0.115933887,-0.002122237,-0.001882328
1.672332943,-0.117008938,-0.002135707,-0.00190695
1.672919109,-0.118038401,-0.002115113,-0.001928091
1.673505275,-0.11901729,-0.002064866,-0.001943033
1.674091442,-0.119942416,-0.001995015,-0.001950019
1.674677608,-0.120812716,-0.001919225,-0.001948452
1.675263775,-0.121629312,-0.00185206,-0.00193892
1.675849941,-0.12239531,-0.001806097,-0.001923001
1.676436108,-0.123115433,-0.001789433,-0.001902891
1.677022274,-0.123795562,-0.001804067,-0.00188091
1.677608441,-0.124442237,-0.00184544,-0.001859009
1.678194607,-0.125062111,-0.001903241,-0.001838371
1.678780774,-0.12566131,-0.001963311,-0.001819166
1.67936694,-0.126244688,-0.002010319,-0.001800484
1.679953107,-0.126815103,-0.002030715,-0.001780505
1.680539273,-0.127372889,-0.002015374,-0.001756937
1.68112544,-0.12791571,-0.00196144,-0.001727643
1.681711606,-0.12843887,-0.001872972,-0.001691304
1.682297773,-0.128936001,-0.001760308,-0.001647878
1.682883939,-0.12939998,-0.001638249,-0.001598757
1.683470106,-0.129823887,-0.001523449,-0.00154663
1.684056272,-0.130201852,-0.001431471,-0.001495197
1.684642438,-0.130529723,-0.001374079,-0.001448763
1.685228605,-0.130805483,-0.001357224,-0.001411704
1.685814771,-0.131029372,-0.001380085,-0.00138779
1.686400938,-0.131203667,-0.001435335,-0.00137944
1.686987104,-0.131332111,-0.00151057,-0.001387141
1.687573271,-0.131419111,-0.001590665,-0.001409221
1.688159437,-0.131468852,-0.00166063,-0.001442101
1.688745604,-0.131484545,-0.001708419,-0.001480939
1.68933177,-0.131467954,-0.001727133,-0.001520488
1.689917937,-0.131419305,-0.00171616,-0.001555919
1.690504103,-0.131337538,-0.001681051,-0.001583481
1.69109027,-0.13122081,-0.001632144,-0.001600918
1.691676436,-0.131067089,-0.001582264,-0.00160764
1.692262603,-0.130874715,-0.001543952,-0.001604634
1.692848769,-0.130642831,-0.001526782,-0.001594112
1.693434936,-0.130371607,-0.001535289,-0.00157892
1.694021102,-0.130062211,-0.001567913,-0.001561829
1.694607268,-0.129716543,-0.001617139,-0.001544885
1.695193435,-0.129336798,-0.001670839,-0.001528959
1.695779601,-0.128924953,-0.001714561,-0.001513561
1.696365768,-0.128482322,-0.001734352,-0.001496936
1.696951934,-0.128009263,-0.001719558,-0.001476418
1.697538101,-0.127505117,-0.001665038,-0.001449025
1.698124267,-0.126968335,-0.001572338,-0.001412184
1.698710434,-0.126396741,-0.001449585,-0.001364421
1.6992966,-0.125787902,-0.001310112,-0.001305814
1.699882767,-0.125139577,-0.001170116,-0.001238081
1.700468933,-0.124450249,-0.001045782,-0.001164355
1.7010551,-0.123719673,-0.000950435,-0.001088746
1.701641266,-0.122949306,-0.000892232,-0.001015825
1.702227433,-0.122142426,-0.000872825,-0.000950079
1.702813599,-0.121303865,-0.000887214,-0.000895297
1.703399766,-0.120439389,-0.000924819,-0.000853958
1.703985932,-0.119554877,-0.000971585,-0.000826743
1.704572098,-0.118655481,-0.001012715,-0.000812389
1.705158265,-0.117744889,-0.001035538,-0.000808009
1.705744431,-0.116824781,-0.00103193,-0.00080982
1.706330598,-0.115894534,-0.000999786,-0.000814002
1.706916764,-0.114951185,-0.000943263,-0.000817389
1.707502931,-0.113989696,-0.000871748,-0.000817826
1.708089097,-0.113003463,-0.00079777,-0.000814235
1.708675264,-0.111985037,-0.000734313,-0.000806536
1.70926143,-0.110926919,-0.000692058,-0.000795497
1.709847597,-0.109822353,-0.000677118,-0.000782475
1.710433763,-0.108666014,-0.000689698,-0.000768973
1.71101993,-0.107454554,-0.00072395,-0.000756064
1.711606096,-0.106187009,-0.000769033,-0.000743903
1.712192263,-0.104865007,-0.000811185,-0.000731526
1.712778429,-0.103492752,-0.00083641,-0.000717024
